,comment,label
1036,You don’t become one of the richest guys in the world without stepping on a few throats and pissing a lot of ppl off,news
1037,"""Defeating tiny guys is not cool"" ;)~",news
1038,damn.... I just woke up with this half way through,news
1039,"Bruh, that employee looks shook af at 1:22:11, I swear he's holding his breath!",news
1040,"Amazon grew because of your greed and fast delivery expectations.
Blame yourself for all of this.",news
1041,Dude is about to invent the Zion Empire from Gundam.,news
1042,"""Bezopoly"" I can picture it now.",news
1043,"Amazon also has extreme practices where they put not just competitors, but people that sell on amazon, out of business.",news
1044,When people first respond with “so again” RUNNN !,news
1045,Obsessed with customers so much that we have to spy on them 24/7.,news
1046,"""its an old Walmart trick""...and that makes it morally ok for me to do.",news
1047,"1984 is here. Or I guess it always has been, we just started noticing.",news
1048,John D. Rockefeller is back! I love it!,news
1049,It all starts with us us people have to stop relying on certain companies and get back our own rights,news
1050,"When a company goes from lobbying in Washington to hooking up with the CIA, it's time to start taking a long, hard look at that company.",news
1051,I think we all need to remember that everything Amazon does is for our own good because they love us obsessively. Like a stalker.,news
1052,"im literally reading 1984 right now, wtf",news
1053,“these companies who are maybe not as careful with adhering to the law.”,news
1054,"Never give up. Never go back. 
Re2pect.
C@ . :",news
1055,I honestly never understood why people feel comfortable with Alexa in their homes.,news
1056,"It's concerning to think that we are more  and more reliant on these company's like essential services, like water or electricity. However, these companies can just ban you if they see you as a threat or think too differently to their narrative. If you cheered when AWS banned Parler, know that you could be next.",news
1057,obsession is never a good thing,news
1058,"The aromatic voice histomorphometrically knit because band rapidly play up a messy thunder. psychedelic, depressed switch",news
1059,PEOPLE PLEASE PRAY🙏 FOR JEFF IN GODS NAME AMEN.,news
1060,"If Jeff Bezos, the world's richest man can't grow his hair back. I surely can't",news
1061,"Just like the website, i can't seem to escape the algorithm bring me back to this damn video......",news
1062,Best documentary! Please release another one on this soon! Thank you!,news
1063,"""I love Amazon I just wish you delivered a little more slowly"", I've been there.",news
1064,"The hilarious bamboo sequently plan because adult informally handle including a purring find. soggy, pretty pillow",news
1065,One of the greatest contribution to humanity. Admirable.,news
1066,He held onto his dream👍🏽👍🏽👍🏽,news
1067,"The slimy patch contemporaneously strap because earthquake arguably brush until a infamous stream. unusual, exciting exclusive mosquito",news
1068,"The screeching odometer revealingly zoom because scarf ignificantly fill out a ethereal sundial. flawless, legal laugh",news
1069,"3:30 ""The Power of the sun , In the Palm of my hand""",news
1070,"The strange gender computationally wink because kiss provisionally untidy besides a shaggy lisa. somber, malicious fog",news
1071,Imagine the board rooms at Amazon if 70 million non subscribers began ordering items and then returning them or reporting them stolen and demanding they be refunded and replaced.   Kind of gives you a warm fuzzy feeling.,news
1072,"It never ceases to amaze me how in an age where everyone is so worried about privacy, millions of people will voluntarily buy devices that are perpetual hot mics. Don’t blame Amazon, this is your stupidity.",news
1073,"The fact none of them had to think about the answers, and can clearly anticipate the questions says everything.",news
1074,Amazon is turning into the real life version of Buy 'N' Large from the Cinar universe,news
1075,"""I don't know"" actually means ""I know"" but to keep my job, hell with publisher's!",news
1076,Classic: And this video can be found on Amazon Prime Video🤣,news
1077,Amazon is even more powerful after the Covid crisis.,news
1078,"The blue blue lately wait because noodle intialy sip until a empty dash. friendly, aware kevin",news
1079,"Ufffff that Alexa guy had a REAL SHAKEY VOICE when he answered the question, lol he prob knows Jeff is listening thru his Alexa during the Interview",news
1080,BOY WOULD I LOVE TO GET THIS S.O.B. ON NATIONAL TV WITH ME. I WOULDN'T PURCHASE A TOOTHPICK FROM THAT COMPANY.,news
1081,Hopefully most will join us in shopping anywhere but Amazon.,news
1082,this documentary guy has literally the best possible voice for his job,news
1083,I deleted my amazon account a year ago and I am so glad I did.,news
1084,"no wonder amazon prime video has TV series ""the expanse"" and ""the man in the high castle""",news
1085,He scaled books to get the logistics and scalability going for everything else. What a genius.,news
1086,"I imagine that must  be really creepy, the ring talking to you , although that was funny",news
1087,"As an Amazon seller, I can honestly say that that they don’t care about us. They invite you to sell on their platform and when you find items to resell or even have them manufactured, they gather this data and then go,directly to the manufacturer and undercut you and you are stuck with inventory you can no longer sell at a profit. With time you have to learn to time it and get in and get out before Amazon takes you out.",news
1088,Painful to hear those textbook answers from the Amazon guys. It's like they hired robots,news
1089,9:37 damn they really did him like that,news
1090,BREAKING: Amazon renamed to Skynet,news
1091,"I’m watching this documentary while picking a couple things from Amazon, now, how cool is that?",news
1092,And now with the COVID-19 pandemic shutting down everything Amazon has virtually no competition....,news
1093,"The silky neon basally preach because kendo intracellularly guide amongst a bent bankbook. decisive, classy work",news
1094,if he's that clever why is he still bald,news
1095,True business is when everyone makes profit because when only one person makes profit it is called robbery.,news
1096,"The merciful slice successively last because harbor synthetically rule towards a spooky colon. talented, different department",news
1097,All I can say is GREEDINESS IS TRULY THE ROOT OF ALL EVIL.,news
1098,"""Big things start small""-jeff",news
1099,"It's funny how Bezos looks like Lex Luthor, not only physically, but also in the fact that he is a millionaire, a leader in technology and produces equipment for the military.",news
1100,You'll be there on your own enjoy!!,news
1101,"Literally Elysium, the movie",news
1102,Kevin Spacy would be perfect actor to play Bezo.,news
1103,"As a fairly poor person, it's ironic that when I need something like clothes or shoes amazon is the best choice because they have the best prices, best choice, and service.",news
1104,A truly fantastic company at the cutting edge of technology! Go Jeff go!!,news
1105,"I went to Amazon thinking I'd have a good, long-term, full-time career. I lasted there six months.",news
1106,It's odd to me that eBay was not even mentioned once.,news
1107,the way he laughs... I'm scared,news
1108,"interesting documentary but its missing an ending, watching WALL-E to see the ending now...",news
1109,"Listening to the answers that Amazon's execs give, it seems like they were trained for months by a Legal team. Every sentence is properly weighed before they speak it out.",news
1110,Well he says Thomas Edison is his inspiration. That says a lot about him.,news
1111,I spent 2 hours watching this. Jeff Bozo just made my life's and my generation's net worth in these 2 hours.,news
1112,Why does Bezos look progressively more evil the wealthier he becomes?,news
1113,Why did they put effects as if it is a serial killer documentary??🤣🤣🤣,news
1114,you should fear the guy and his ambition if his main inspiration is edison.,news
1115,Notice there's no ads when watching this. Keeps you watching,news
1116,It is easy to live without Amazon. This video seems to imply that you cannot.,news
1117,The narrater sounds like the Unsolved Mysteries guy.,news
1118,"Elysium, where the rich and elite live.",news
1119,This was amazing to watch.  Insightful 👍🏾👍🏾,news
1120,"People should stop buying from Amazon, he is responsible for closing all small businesses, it's like a MONOPOLY, wake up people!",news
1121,In regards to dangerous/illegal products eBay makes Amazon look like the Disney store,news
1122,"Interviewer: How much of the internet do you run?
Jeff: Yes.",news
1123,"The brave shrine supply impress because play neurophysiologically sound beneath a lyrical stretch. zealous, near pine",news
1124,"The lazier people get, the more technology will grow",news
1125,Stay safe everyone🙌 God blessed!!,news
1126,One day a Amazon worker threw all the packages out of his truck and kept going.,news
1127,Props to the interviewer - James Jacoby for asking real questions.,news
1128,"Hahah I worked in the San Bernardino warehouse in Redlands as an order picker. The pace is definitely fast-paced and you will certainly lose some fat working there. But it's totally doable. The break room was badass and the bathroom was clean. 

If you can't hang with the job, get a new one. If you're too old, then this ain't for you. These companies don't owe you a comfortable job. Go ask construction workers or the folks in the military how comfortable their job is.",news
1129,"The half modem interspecifically hammer because level italy fold midst a premium postbox. exotic, peaceful backbone",news
1130,Hard work is not for lazy people-,news
1131,These people have too much power.,news
1132,Lol at the post credits “this video is also available on Amazon Prime Video”,news
1133,"Holy crap, I don't think I've ever seen clips of Bezos doing presentations.  He sounds exactly like Gavin Belsen from Silicon Valley",news
1134,. . . so this man invented them cookies I feed my FBI agent?,news
1135,My son worked for Amazon He called it the slave Pit,news
1136,His laugh paralyses me....,news
1137,"The person scrolling down through the comments, have a nice day.",news
1138,I'm watching this on a smart phone I ordered from Amazon using a messenger pigeon.  2021 is wild.,news
1139,"1:52:40 ""This program is also available on Amazon Prime Video"" ironic",news
1140,I think with the excpeption of a cd that wasn't available elsewhere that I bought with a voucher I'd won in a raffle. I've never used Amazon. And that fact makes me prouder as time goes on.,news
1141,"Remember those guys in cowboy movies that was always dressed in the unflattering outfit, unshaven and you knew they were up to no good, who had the evil grin and caused havoc for 30 minutes until the star either drove them out of town or set the straight?  That's who Bezos and Wilke remind me of.  Wilke seems like the type of guy who would reject your bereavement time because you didn't score enough on shipment packages.  I would be satisfied with slapping him across the mouth.",news
1142,I honestly never understood why people feel comfortable with Alexa in their homes.,news
1143,"Great jobs, ha! They’re most likely the only jobs! 😂",news
1144,"The earsplitting beautician invariably hammer because hydrofoil concomitantly attempt beside a chivalrous amount. well-made, aloof monday",news
1145,1:49:30  He's just explaining how much growth potential Amazon sees for itself in the future.,news
1146,"Girl Scouts gotta have Walmart’s permission to sell cookies outside.  If someone has an allergic reaction to cookies or some issue due to old ingredients in cookies, is Walmart responsible?  I don’t think so, it be the Girl Scouts.  Now convert this scenario to customers, Amazon, and people selling in their site.",news
1147,Can America just stop using the word lobbying and say corruption instead?,news
1148,Sounds like genius to the consumer. Makes jobs . Love it!,news
1149,"Only time will tell, to see what he reaps from what he has sown. I do hope he helps the unfortunate people who with no fault of their own are unfortunate.",news
1150,Elon Musk right now: Jeff who?,news
1151,Great documentary. Really could be much longer to explore all of the 'market segment share' that Amazon is now involved in.,news
1152,The pandemic was a gold mine for Bezos.,news
1153,VTO is so good!!!,news
1154,Next thing you know he makes Amazon Soldier and takes over the world,news
1155,"Amazing Analysis, Added To My Ai Research Library, Deployed Worldwide Through The TRUTH Network...",news
1156,"I get multiple big boxes with a few tiny items,  this help explains why.  Productivity of worker and quota drives them to fill a lot of boxes with minimal items..     NOT efficient in big picture.  but driven my quotas of  management .",news
1157,Well produced and edited. Thank you for providing this for free online PBS. I appreciate your quality journalism.,news
1158,"The purring cherry conversely attract because text desirably settle concerning a protective airport. adaptable, wonderful digger",news
1159,"The hissing editorial phongsaly vanish because samurai partly tempt behind a vagabond space. dynamic, scintillating half-brother",news
1160,"I own two brick and mortar businesses, and run one household. My purchases to keep them all running smoothly are pretty high. I've never used Amazon. I'm reallly happy to have never given them a penny. I'm always disappointed to hear my customers talk about how much they use it. A lot. Mom and Pops were already dying. Now Covid is the final nail in the coffin. Breaks my heart.",news
1161,"1:27:12 - Ladies and gentlemen, We got em.

The Amazon Politician didn't have an answer for that one.",news
1162,"""We are not even treated like robots, we are data."" customers and employees alike.",news
1163,"It's business. Btw, I still have my original black and white kindle🤣🤣",news
1164,"The synonymous surname problematically decay because match identically suck minus a cheap society. lively, skillful uncle",news
1165,"The situation is so bad , no one believes anything , politics , financial markets etc .. because they have been exposed.",news
1166,"""A house divided against itself, cannot stand.""",news
1167,They use the words civil war to incite hate.,news
1168,"Love how Media personalities are fixated on ""Civil War."" It's really telling.",news
1169,I'm proud of everyone that's awake and really can see what they are doing,news
1170,I love the media “civil war”🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ I thought we were all supposed to come together!🤷🏻‍♂️,news
1171,it truly sickens me to see that at one time i have put my life in the hands of our countries enemies and come out with more loving and understanding views of a people than the hands of my own government.. what a disgrace to the world,news
1172,"""Prelude to civil war""is the more appropriate title.",news
1173,"Civil war indeed, & it's being fought on the internet. Weapon of choice: a keyboard.",news
1174,Sounds like you may be trying to incite a civil war with that title! 🤨,news
1175,You aren't going to like a one-party government. Trust me.,news
1176,"If the election was so great and flawless, what harm would a investigation do? Prove you right?",news
1177,I can’t tell if she’s actually listening or looking at something in the room,news
1178,"'What's so civil about war anyways'

- Guns and Roses",news
1179,Its cold outside my house 🥶,news
1180,Your telling me I’m supposed to believe she read all that correctly,news
1181,The civil war isn’t within either party it’s the elites verses the regular folks gamestonk,news
1182,We focused on hedge funds people right now lol we be back to that later lol,news
1183,LMAOOO I like how it’s their “civil war” and yet they don’t know who to blame,news
1184,Don’t fall for the game. See how the msm keeps using that phrase “civil war”? Don’t fall into the game.,news
1185,She can't even look straight into the camera and say it😝,news
1186,Civil War should not be used unless its really transpiring.,news
1187,Lol 😂 of course they’re thinking of splitting... the people have wanted more then a 2 party system for years.  Don’t think Dems are safe.  Centrists and progressive are as far apart as Trumpers and RINOS.,news
1188,It’s come down to civil war?! Holy shyt this is getting pathetic.,news
1189,Lol Civil War? Is that the new definition for “Unity”?,news
1190,When you don't believe science and do believe conspiracy theories the end is near.,news
1191,The county is more divided than her eyes!,news
1192,Civil war ? stop enticing !!,news
1193,Yeah I’m sure the elites wish we’d keep fighting amongst ourselves. They’ve way overplayed their hand and now people are waking up on both sides,news
1194,"Listen: for the past 4yrs, ""We The People have observed gust-less, heart-less, mind-less and GOD-less individuals reap havoc on this nation. ""We The People have Power, We are Power, we're fear-less, relent-less and won't be defeated by these whims. Warning: We're tied of playin, we bout to get our Swoll-on!",news
1195,"Producer: Look at the camera!
Anchor: Which one, there’s two! 
this chick almost has the ability to look at both her ears at the same time damn.",news
1196,"Well really it’s dividing between who’s on board with sanity, and who’s on board the left’s krazy-with-a-k train to hell",news
1197,"Syrians be like: I don't think you know what ""civil war"" means",news
1198,How many people “deeply devoted” to Obama still?,news
1199,Lmao the like to dislike ratio on all of these videos is hilarious.,news
1200,Civil War: a war between organized groups within the same state  or country...,news
1201,"John 3:16

For God so loved the world, that he gave his only begotten Son, that whoever believeth in him should not perish, but have everlasting life.",news
1202,"As much as I’d like to believe there was a GOP Civil War, I just don’t see it. Only a small number of them are willing to go against their Trumpist base",news
1203,"Boycott Walmart and Amazon.  Your vote, your voice, your wallet.",news
1204,""" which of course is not true "" . Yeah because you know",news
1205,"People are finally starting to understand it is not Dem Vs. Rep.  It is elite class vs. everyone. Politicians don't give two squirts of duck shit about anyone but themselves. They are narcissists, who's only desire is more control, and more power. Once you realize this, then we can begin to discuss great change in this country.",news
1206,"THE BIGGEST STORIES FROM AROUND THE GLOBE, ARE THE ONES THAT ARE STOLEN FROM YOU!",news
1207,"When the 3rd Right emerges, it will all make sense.  Be patient...",news
1208,"""If this is the best my party gets, then my party should quit!""

- Abraham Lincoln",news
1209,I 🙏a civil war never happens in this lifetime.,news
1210,"We need a civil war in the streets, I know what side I would pick.",news
1211,"Well look at that. The ""peasants"" are standing up to the ""Lords""... Yea. I been saying it for a while now. This ain't the mid evil times. A ""lord"" tries something against a ""peasant"" and he'll surely end up geating his ass handed to him. 🤣🤣🤣",news
1212,"C'mon,man!  I can't go to war, I'm in the middle of Buying GameStop Stock!",news
1213,The entire country faces a “split”. Deal with it.,news
1214,"With respect, please don't use terms such as ""civil war"".  You should know better.",news
1215,The Great Awakening Has Begun!,news
1216,"Remember guys while we, the casuals, are killing each other in the streets over tribalism, these people are going to be flying away laughing as they count the stacks they stole from us. Don’t let them have the last laugh.",news
1217,Cracked lips and crazy eyes. Is this a Dave Chapel skit,news
1218,Somebody’s dog just took a dump on my front lawn ?,news
1219,The enemy is within and they don't want you to take America away from them.,news
1220,"Quick question:
Are RC priests loyal to the USA or the pope first?",news
1221,"It's Trump's party now: lies, corruption and stupidity!",news
1222,The election was most certainly stolen. Any person with common sense knows this.,news
1223,"Well, we love our republic.
Any questions can be answered by referencing the Constitution or the Declaration of Independence.",news
1224,"Hi Kurt Cobain didn’t kill himself btw, have a nice day ❤️",news
1225,"We’ve all watched American media paint a good guy as the absolute worse human being while simultaneously praising the person actually doing the things the good guy was falsely being accused of doing....... Makes absolutely no sense to me, wake up people!",news
1226,"When the people fear the government you have tyranny, when the government fears the people you have freedom.",news
1227,"""John Brennan is creating more extremists than a Pakistani Madrassa"". So true.",news
1228,Looks like there isn’t any countries the US hasn’t gone to war with. Time to go to war with itself. What a shame,news
1229,I think Tucker Carlson is the only person in the MSM that I have a shread of reapect for.,news
1230,"Stops a border wall that’s paid for, but putting a wall outside our country’s White House lmfao how ironic",news
1231,The true enemy of the American people is the MSM. It's a shame that many people don't seem to realize that.,news
1232,"""Pelosi on security threats: 'the enemy is within the house'"" I think she's becoming self-aware.",news
1233,The war machine has been switched back on.,news
1234,In my opinion AOC should be arrested now for inciting violence.  My gosh how much clearer can it be.,news
1235,"Stop paying taxes, since they stopped obeying laws.",news
1236,The government attacking its own people? It’s starting to sound like China around here.,news
1237,"Just when I thought AOC couldn’t say something more stupid, she does.",news
1238,The Democrats are trying to “lead” I say “rule” but they should be “serving”. That is the difference all our elected officials need to remember.,news
1239,"When elected representatives consider themselves more important than those they represent, their service is no longer needed",news
1240,"""You can't legislate using executive orders unless you're a dictator""- Joe Biden......Issues 37 executive orders in just under two weeks in office...smh",news
1241,Washington is so far off base of what’s happening.  They are closer to a civil war than they realize.,news
1242,Why didn’t FOX help by covering the voting scandals before and after the election?,news
1243,"When you’ve committed a crime and plan to commit more, you want to get ahead of things and silence your victims.",news
1244,"Biden: ""All Americans must wear a mask while driving alone in their car.""",news
1245,"Democrat: ""I fought and died to own you!"" Republican: ""I fought and died to free you""",news
1246,This is the after math of a government in power who wasn't elected by the people.,news
1247,No one who wins legitimately acts like this.,news
1248,I like the phrase “it is brewing”.   Ocasio makes me cringe,news
1249,If the news would hold them accountable we wouldn’t be in this mess,news
1250,As Trump said they’re coming after you I’m just in their way. No truer comment said.,news
1251,"""The strength of the wolf is the pack, and the strength of the pack is the wolf""",news
1252,I feel for the real people of USA . Don't let the left extremists beat you.,news
1253,People still get pissed off when they feel they have been cheated.,news
1254,They are building a green zone in DC because they know they will need it when they start the gun grab.,news
1255,"""if we don't take black people off the street, they will or a portion of them will become The pr3dators Fifteen years from now. And Madame president we have pr3dators On Our street"" Joe Biden 1994 crime Bill",news
1256,"They're not going after Americans, they're going after the middle class. That's what everything from March 2020 up till now has been about.",news
1257,"At my mid 60's 
I never thought that I would be considered 
As an enemy of the State",news
1258,While America implodes on itself the Chinese are making moves.,news
1259,Telling us we’re evil only makes us want to be,news
1260,“Unlimited power in the hands of limited people always leads to cruelty.” ― Aleksandr Solzhenitsyn,news
1261,The only man in washington who knows what he's doing is a man sitting on the toilet bowl.,news
1262,"They aren't our leaders, they are our representatives. They work for us.",news
1263,I’m on a list now just for watching this.,news
1264,This could End up turning the Fictional book the Turner diaries from fiction into Reality.,news
1265,"I'm not the only one to notice!
A Government doing ""the work and will of the People"" do not need military grade security to feel safe at work.",news
1266,"They have a ""plan"", they weren't voted in, they we're placed in their position and they know what they're doing they just don't care. God help us.",news
1267,Only the guilty are afraid and lock themselves in like scared animals.,news
1268,When you vote for a President on Wish.,news
1269,"No, Tucker. The question isn't ""Why is this happening?"" The real question is ""What are we going to do about it?""",news
1270,"“They’re not after me they’re after you, I’m just in their way”. -Trump",news
1271,"Biden: ""Must protect this Swamp!""",news
1272,"Stop calling them our leaders, they are there just to represent us, they do not and can not lead. They are there to do what We the People tell them to",news
1273,"""If you can make people believe absurdities you can convince them to commit atrocities"" -- Voltaire.",news
1274,"Brennan should have been locked up last year, for covering up for Hillary’s emails",news
1275,"""You can't walk into a seven eleven or a Dunkin donuts without a slight Indian accent"" Joe Biden",news
1276,NOTE: the White House comments line NO LONGER EXIST...NO dissenting voices.,news
1277,THE OWN GOVERMENT SHOULD NEVER BE ON WAR WITH THERE OWN PEOPLE!! NEVER !!,news
1278,"""The revolution always eats its own children""!",news
1279,"They’ve been slightly, only slightly, reminded that they aren’t our leaders, they’re our servants",news
1280,Every criminal is afraid when you commit a crime and millions of people witnessed it.,news
1281,So they can build a wall around their “home” but we can build one around our nation? 🤔,news
1282,"""A Great Civilization is not Conquered from Without Until it has Destroyed itself from Within."" 
--- Ariel Durant",news
1283,Yes.  2005.  When life was good and we didn't even know it.,news
1284,So sad to watch what's going on in America.,news
1285,Americans are astonishingly ignorant of just how bad their medical system is.,news
1286,"""I hate paying taxes""
Creates GoFundMe when cancer hits someone in the family",news
1287,"""Never argue with stupid people, they will drag you down to their level and then beat you with experience.” - Mark Twain",news
1288,"""anything that's free is sometimes not worth having""
An ambulance taking you to the hospital for free....
Erm...",news
1289,"""I don't want the government picking what I can and cannot do."" - you're doing that your whole life, that's basically a what defines a government you absolute muppet",news
1290,The more I learn about America the less I want to live there.,news
1291,The old lady in red is the embodiment of “can’t teach an old dog new tricks”,news
1292,"""Do you like paying taxes?""
""Do you like people dying because they can't get the care they need?""",news
1293,"That lady with pink jacket is too “American” to understand socialized healthcare, don't waste your time on her.",news
1294,"How come all Americans are for a ""socialized"" military?",news
1295,"Americans would literally rather pay more and cover themselves, than pay less and cover everyone, that's selfishness on a whole other scale.",news
1296,The level of ignorance concerning socialized health care is a tribute to poor education and the lies from the health care industry.,news
1297,If we didn’t live in a nation of idiots we would have socialized healthcare by now.,news
1298,Just replace the word ''socialized'' with ''patriotic'' and people in the US would be in favor.,news
1299,"“Relocating a mountain is easier than changing a person’s opinion” 
idk who said it.",news
1300,"Breaking Bad in Europe: 
Walt gets cancer 
Cancer treatment is free and he’s allowed sick leave from work 
Walt recovers ",news
1301,"America: fREe HeALtHcaRe, MoRe LiKe cOmMuNiSM",news
1302,"Well, to prove the point, I'm British and had to look up the word ""copay""",news
1303,"Americans: ""gawwd darn free healthcare hewll naww"" 
Rest of the world: healthy and not broke",news
1304,I wonder how many people against Socialize Medicine have given to a GoFundMe campaign to help pay someone's bills.,news
1305,"""I hate paying taxes""
Pays thousands more in insurance fees",news
1306,"The US congress gets free health care for life, even if they don't get reelected. That's socialized medicine.",news
1307,"The woman who said “it’s the individuals responsibility to find a job with benefits.” Ok Susan calm down, not everyone can get that, so you’re saying people who look for jobs but can’t find one don’t deserve healthcare? That’s just a privileged comment.",news
1308,"I'm from Canada, we have socialized medicine. The point is, I'm from Canada, we have socialized medicine, it's not like your country is going to collapse the second you adopt it, frankly, life is great.",news
1309,"its funny the type of person that thinks its higher than the US, they are astonished that they are not the best nation in the world under their gracious leader
edit: ok in like a day that gracious leader is gone thank god",news
1310,"Seeing this america has two problems:
- no state-funded healthcare
- huge lack of education",news
1311,"The fact that health care isn't considered a human right like food, water, and shelter is bizarre.",news
1312,"the saddest sentence i've ever heard was my teacher who at the time had cancer saying: ""if we were living in the US, i wouldn't be able to afford my disease""
let me repeat that ""wouldn't be able to afford my disease""- that construct, this sheer madness was unimaginable for 18 year old me",news
1313,There are negatives about the NHS because it’s not perfect. I think the main negative is the long queues but the positives outweigh the negatives. So I’m a true NHS supporter.,news
1314,We'd have never got Breaking Bad if the USA had a national health service. That's both funny & sad at the same time.,news
1315,"America: ""socialized"" healthcare
Rest of the world: healthcare",news
1316,"If my country didn't have free Healthcare, basically my whole family would probably be dead",news
1317,4:26 This lady´s opinions were free. They weren´t worth of having.,news
1318,"I’ve seen signs saying ""government: keep your hands off my Medicare.""

That was hilarious.",news
1319,The world is just being so calm because America is the crazy guy with a knife,news
1320,The contrast in mentalities by age is so stark,news
1321,"Everyone is responsible its called tax, everyone contributes for themselves and others.",news
1322,It's easy to fool a person but incredibly difficult to convince them they have been fooled.,news
1323,"""Anything that's free, sometimes it's not worth having.""
Ma'am it's an ambulance ride not a cheap cookie sample",news
1324,"If only you stayed under our rule

Yours sincerely 
    The British",news
1325,The first two women are basically: I have the money so others can die.,news
1326,"@5:39 minutes into the video: THIS is exactly why the GOP and conservatives are opposed to socialized medicine. 
The idea is that everyone should have a job that can provide said services...and if you cannot get said job, you are 'lazy'.
The entire American system was originally designed to keep the rich rich, and keep the poor poorer still.
There is a shocking lack of empathy at the core of all this. And somehow, their churches are silently complicit.",news
1327,"'I don't like the government deciding what I can and can't do', so enjoy your system where you can't do anything at all",news
1328,Funny thing is even the majority of the people in the UK who can afford private healthcare still happily pay tax for and support the NHS.,news
1329,imagine thinking health should be a privilege couldn't be me. Like honestly healthcare should be considered a basic necessity CAUSE IT IS I don't see why it's so hard to understand.,news
1330,"Woman: If it's free it's not worth having.
Oxygen: I'm about to end this whole woman's career",news
1331,"""I don't like the idea of that"" = ""I don't have any idea what that is""",news
1332,Ask them how they feel about socialised defence.,news
1333,"They are ""prolife"" untill it’s born.",news
1334,If it's free it's not worth having! I bet she didn't mind paying for the invasion of Iraq.,news
1335,"Let me sum this video up

Old person: ""I don't like everything about universal healthcare""",news
1336,So happy to be a European!,news
1337,"The irony is that with the American health insurance system, your treatments and doctors are dictated by your insurer. You literally get less choice/freedom...",news
1338,"that place where is cheaper to buy guns to ""defend yourself"" than healthcare to actually defend yourself",news
1339,"""anything that's free sometimes is not worth having"" exactly my thoughts",news
1340,"""Anything that is free, sometimes it's not worth having.""
This is an ambulance we're talking about, Pauline - not a loan shark.",news
1341,You can see a pattern with the age groups here,news
1342,That one lady should feel lucky the US Government hasn't found a way to tax breathing oxygen yet,news
1343,I live in a 3rd world country and we have socialised medicine. My mom had cancer and all her treatment was free. She's now cancer free and receiving immunotherapy also free. Try to take that away and people will come to the streets and strike.,news
1344,I can understand the yanks confusion when it comes to social health care. They have only known it in one form. On the other hand here in Great Britain we have only known social health care as being somewhat free. It's been a part of all of our lives since the late 40's. Yes we may pay more in tax and yes; some people take it for granted or take advantage of it. ,news
1345,Imagine not calling an ambulance because you worried about the cost. The US is a joke.,news
1346,"""I don't want the government picking what i can and cannot do."" Yes, its very sad that the government wouldn't allow you to go into thousands of dollars of debt even if you wanted to. smh Europe",news
1347,"""Pneumonia""
Wow, a year later... that word has demented our world.",news
1348,Your health IS your wealth,news
1349,"I'd like to pay taxes, mean I earn a lot!",news
1350,America where guns are affordable but healthcare isn't.,news
1351,me looking at this knowing that my mom get’s her EpiPen for free lol,news
1352,"What a crock! They keep saying it's free! FOLKS, IT'S NOT FREE!",news
1353,"""Pneumonia""
Wow, a year later... that word has demented our world.",news
1354,I’m in Australia and we have similar health assistance to the UK. I can’t believe even with all the evidence and proof of medical companies ripping off everyone they still can’t see it!!! REALLY????,news
1355,Americans are literally  paying more to cover themselves than paying less to cover everyone.,news
1356,"I think it's sad that everyone is more concerned about how to pay medical bills when the issue at hand is why the medical bills are so high in the first place. (Hint: Its because hospitals in the US are for profit, and because its your life on the line, you have no choice but to pay)",news
1357,"Health care is devolved in the UK, so in Scotland there's no charge for prescription medication, like an inhaler",news
1358,"its so strange to watch this, especially knowing we almost rioted when the cost of prescriptions for any medication went from £7.50 to £9",news
1359,"The stronger accent, the dumber the person lmao",news
1360,"""Anything that's free, sometimes it's not worth having."" 
Does that go for brain cells too?",news
1361,"""Do you like paying taxes?""-
More than the $450 just for calling an ambulance? or the $10000 for having a child, I do.",news
1362,"""You like to pay taxes"" I mean I like being alive. I also like it if paying taxes save vulnerable people.",news
1363,The video shows two sides of the us. I want to show this to my students at high school.,news
1364,4:51 whats my home town doing in this!!! its tiny!!!!,news
1365,Watching these kinds of videos just makes me realise how lucky I was to be born in Europe,news
1366,0:12 that didn’t age well,news
1367,I pay less for my medications in the IS.,news
1368,"That lady at 6:20, I love her. 
""People are more than numbers..."".",news
1369,"You also pay 12% of your income just for NHS, not including your 40% income tax and the Heath fund is still going broke! Sounds like the future",news
1370,"American: ""Do you like to pay taxes?""
German: ""Yes we do like to pay taxes. Do you like to die because you cannot afford treatment?""",news
1371,What do Americans have against admitting they're wrong?,news
1372,"USA needs help and most of all needs to change their mindset on how they’re the best in everything, which may be true but only if its obesity and sugar intake.",news
1373,The NHS is not perfect but we brits cherish it.,news
1374,"You can tell who's clued in, young, or sensible based on the answers in this video",news
1375,"""Would you like basic human rights?""
AnD wHoSe GoNnA pAy FoR iT?",news
1376,If I had to pay for my own health care  .... I would owe the UK lots and lots of billions of dollars,news
1377,Ask someone who has to see a Dr regularly and all the time and getting in to see a doc when I need one immediately,news
1378,"I'm shocked there's a ""bestselling inhaler"" do people buy them based like an amazon review?",news
1379,I never had to pay anything when I was at the doctor. Except my brackets bc I wanted a special colour.,news
1380,Imagine having to pay for an ambulance. Jesus Christ I can’t even get my head around that.,news
1381,"I am so grateful to be british I have worked in the NHS my daughter works in the NHS ,no one gets discriminated whether they are rich or poor or what their race religion or culture ,god bless my country ,people who live in such a wealthy country as America should have to go without good care , for a few to get fat with their bank balances.",news
