,Unnamed: 0,comment,label
214,31,"""What's up, Grahame!"" Hey.",finance
215,32,Your intros are sometimes funny; like you’re testing who’s actually listening what you’re saying!  I have dyslexic moments myself too sometimes.,finance
216,33,“What’s up Graham it’s guys you here.” 😂😂,finance
217,34,I'm over here waiting on the housing bubble to burst,finance
218,35,"""The Robinhood investors had to go back to school"". 🤣🤣😂That made my morning",finance
219,36,Let’s dress up as a like button from all social medias,finance
220,37,"Not enough appreciation for that intro, almost got me",finance
221,38,Last time i was this early corona was just a drink,finance
222,39,"I just love it when he uses that slow motion angry voice. Cracks me up every time, lol.",finance
223,40,imagine new viewers when they saw the intro,finance
224,41,The facial expressions in these thumbnails are hilarious,finance
225,42,Imagine making the like button a stock,finance
226,43,Waldemart comes slithering in.,finance
227,44,"“What’s up Graham, it’s guys you here.” 🤪",finance
228,45,"""worst september in 10 years"" damn.",finance
229,46,Graham getting into options around the same time I am truly is a blessing in disguise.,finance
230,47,"Haha, I appreciate that you always make liking the video entertaining!",finance
231,48,Workhorse and Fiverr have been my saving grace🙏🏽,finance
232,49,Just smashed the like button while the broken glass sound happened. Perfect sync.,finance
233,50,Probably the best smash the like button advertisement I've heard to date. You've earned a sub.,finance
234,51,"Like I keep saying, the market dropped because I bought! 🤦🏼‍♂️😁",finance
235,52,That intro had me questioning if I really was Graham.,finance
236,53,"Buy in the dip, keep crashing and yell “long!”",finance
237,54,"Alessio Rastani would say:  ""
Show Me The Charts and I'll Tell You the News""",finance
238,55,"Did you just say...""what's up Graham, it's guys you here"" ?? Or am I having a stroke 🤔",finance
239,56,"""The answer to debt is more debt"" - The Gov't, probably, or maybe Robinhood margin yolo-ers",finance
240,57,"SoftBank: Buys $4,000,000,000 in call options

Everyone: Damn RH traders flooding the market...",finance
241,58,i swear i just had seizure in the first 10 seconds,finance
242,59,I just seen the social dilemma on Netflix  and now I know who created the like button lol I also get your videos recommended to me 😁,finance
243,60,"He said 'What's up Graham, it's Guys you here' !! :D",finance
244,61,Had to play the start back like 5 times to understand what just happened,finance
245,62,you really have too start deleting all the comments made from these bots,finance
246,63,"Is it sad that after watching hundreds of Graham's videos, this is literally the first time he didn't catch me off guard with the smashing-the-like-button joke?",finance
247,64,"Update: From Thursday 24th September, bars, pubs and restaurants will be closed from 10pm in the UK",finance
248,65,"Little Jimmy can't trade options anymore, since he is busy with his 5th grade maths now haha! Thanks for the share!",finance
249,66,"omg Again, ""what's up Graham, it's guys here"" hahahaha loved it",finance
250,67,"""What's up Graham it's guys you here"" 😆 I just love when you put those in your video 🙂",finance
251,68,"I'm stuck on, 'what's up Graham it's guys you here'. Made my day! lol Great video as always :)",finance
252,69,This was very helpful in understanding what’s happening. More videos like this please!,finance
253,70,when is that like button going to spit out those dividends? when it goes public? graham we need answers! Lol,finance
254,71,The Markets are so unpredictable some people panic some people take advantage of it,finance
255,72,"October is a 3 paycheck month for me. So as long as the market keeps dropping, then I can keep buying in at a discount! 😅

Also, happy last day of summer everyone. Autumn 2020 begins. Let’s finish this crazy year with more shenanigans!",finance
256,73,Man at 7:26 I was so focused on he was explaining the option trading and then boom “mimicking Graham” then boom I start dying of laughter 🤣🤣😂,finance
257,74,Your constant Like Button puns are great. lol,finance
258,75,"Hi Guys, I'm Graham. So sad to see that the drop market just stocked...",finance
259,76,The irony of getting a Nespresso add on Graham’s video,finance
260,77,Had to replay first 3 seconds of vid because i smelt something burning and Graham greeted himself as you guys,finance
261,78,We all knew this was coming 🤦‍♀️,finance
262,79,Delayed stimulus? But Meet Kevin keeps telling us 2-4 times per day that we're getting one.,finance
263,80,"My plan: 
Step 1: Buy stocks for cheap
Step 2: Forget I bought stocks and randomly remember after like 20yrs
Step 3: Sell off all stocks and hopefully have enough money to afford a 21 cent Iced coffee",finance
264,81,"Ddnt even realize I just watched 11 minutes,, felt like 2. Guess that means it was good",finance
265,82,Leveraged trades...that teen that took his life comes to mind.,finance
266,83,Awesome video Graham! Always a huge inspiration to me as a small Youtuber 👍,finance
267,84,8:45 It seems funny but it’s actually true lmao,finance
268,85,"He's doing it on purpose at this point... he's said ""Hey Graham, it's guys here"" several other videos. Now... he's changing it up. ""Hey Graham, it's guys you here.""",finance
269,86,"For anyone who is a buyer of stocks over the next 20 years, a dropping stock market is great news!!! You get to own the businesses that you love at discount prices. When the media tries to spin it as something to be afraid of, flip it around in your brain and celebrate :)",finance
270,87,The Like button line was slick.,finance
271,88,"Bruh he GOT me... ""single best investment you can make in less than a second and the ticker is SMASH""

I've never been more GOT GETTIN THAN THAT",finance
272,89,The like button (ticker symbol GSX:LIKE) has been traded at all time high in the last couple of videos on the GSX (Graham Stock Exchange),finance
273,90,Leverage is the Weapon of Mass destruction,finance
274,91,You’re absolutely right about Robinhood users going back to school. I and literally everyone I know here at college is investing,finance
275,92,My brain just stopped on the first 4 seconds.,finance
276,93,"I regret that I can only hit the ""like"" button once for this video.",finance
277,94,As always great content that helps break down concepts! Thanks Graham!!,finance
278,95,Dang Graham just roasted me on using Margin. Oof.,finance
279,96,The comment predictions are so good,finance
280,97,"So, in other words, we can just blame r/wallstreetbets for this.",finance
281,98,The stock market dropped because the money machine stopped going Brrrrrr,finance
282,99,Dw I watched 2 YouTube videos I know what I'm doing K...,finance
283,100,Man I clicked that like button😂😂 you got us.,finance
284,101,How do you get 1.1K comments and 36K  views in one hour????,finance
285,102,My portfolio is crying rn 😭😢,finance
286,103,"Great video, Graham! Sort of side topic, but I'd be interested in seeing a video on Nikola, given all the shenanigans (that's right, shenanigans) they appear to have gotten themselves into lately.",finance
287,104,ya boy just yolo’d half my portfolio on tesla calls expiring the 25th abt to experience a severe loss of tendies,finance
288,105,"I'm unlucky because after experiencing what's going on, it is my fault for not being fully aware of this.

Don't end up like me guys.",finance
289,106,Happy Battery Day Eve!  😎 🚘,finance
290,107,What are your thoughts on this Nikola situation?,finance
291,108,There seems to be some suspicious activity happening when you SMASH that like button for the YT algorithm.,finance
292,109,"TESLA, AMAZON AND NETFLIX THATS ALL U NEED 🏃🏽",finance
293,110,Talk to Andrei about Nikola 😹,finance
294,111,"Laughed at the Black White part ""Why doesn't this matter I don't buy Options. Why Should I care at the 7:28 to 7:30  mark",finance
295,112,"You can tell Graham got a girlfriend, he seems more dressed up now for his videos or something, I dont know what it is but he looks different hahaha",finance
296,113,"graham the most epic crossover would be for you to meet ben shapiro and then critique his spending
he sounds like you but at 1.5% faster speed 10/10 would recommend",finance
297,114,I can't  believe people still don't smash the like button for the YouTube algorithm,finance
298,115,"no one: 
Graham: whatsup Graham it's guys you  here!!",finance
299,116,Dude I just recognized you on the show selling sunset! 😱,finance
300,117,These intros always kill me 😂,finance
301,118,"""Dont try to time the market!!"" but maaaybe i can lol",finance
302,119,"If the stocks app isn’t in your front page on your phone, you aren’t a true Graham Stephan fan",finance
303,120,"You missed a button bro.. not the like button, of course",finance
304,121,"Dude totally random, but you should do a collab with Matt D’Avella!",finance
305,122,The intros are getting progressively more tongue twisted haha,finance
306,123,Graham places his ads sooooo strategically,finance
307,124,that $1400 can buy so much iced coffee,finance
308,125,SPHD SPYD are for real looking very attractive at these levels.,finance
309,126,I love watching black&white skeptic Graham LOL,finance
310,127,Like one wise sponge once said “ I’m ready I’m ready I’m ready!!!” I still have 4K before maxing out my roth RIA 😏,finance
311,128,Bro your hair looks amazing in this video idk what you’ve done but 👍 nice,finance
312,129,You nailed it with uncertainty - so much of it these days,finance
313,130,I've been selling quit a bit of my positions. Many others may be dong the same to get out of bad investments. Great video! 😀,finance
314,131,My goal is to always smash the like button before graham tells me 😂,finance
315,132,"Thanks Graham, I really like these type of update videos, it's cool to hear your perspective and the things you are learning too.",finance
316,133,Love watching your subscribers increase every time i watch. Keep it up Graham!,finance
317,134,I've never caught your video mere seconds after it was published. Looking forward to hearing what's going on!,finance
318,135,Claim your „here before 1 million views“ ticket 🎫,finance
319,136,Man 2020 just needs to end.,finance
320,137,Graham’s hair seems to go in reverse with Kevin’s beard 😂 you guys both coining so who cares lol🌟😎,finance
321,138,"What's up Graham, it's guys you here :D Made me a good laugh, Thanks ! :'D",finance
322,139,Your'e such an inspiration! Thank you for teaching things my college will never teach!,finance
323,140,You explained r/wallstreetbets,finance
324,141,Those gray-scale sections remind me of Doug Stanhope,finance
325,142,Appreciate the the detailed video description! It really helps in digesting the video better. Thanks Graham :),finance
326,143,Random question. Do youtubers still feel weird when the listen to their on voice when it's recorded? Like every other person. I figured you've been making videos this long you're probably used to it already 😄,finance
327,144,It's always going extremely up or extremely down! This is insane!,finance
328,145,Awesome intro! 😂 you had me confused for a good couple seconds. Great advice regarding trading with leverage.,finance
329,146,Market recovering today as Graham posted it last night haha,finance
330,147,"SoftBank Group has known about ""mom and pop retail traders"" and they love it.",finance
331,148,is just me or is grahams hair popping off today?,finance
332,149,"Imagine if it was 130 degrees outside... then the temperature went down by 2%. 

Would you say it’s not hot outside at 127.4 degrees?",finance
333,150,"Looks like I bought in right at the top 😂
Should I buy more now or do you think it’ll drop further?",finance
334,151,Yep. I live in London and they’ve announced the 10pm curfew on bars and restaurants. I’m confident there will be a small lockdown next month.,finance
335,152,"Awesome intro, I missed it at first lmao.",finance
336,153,"Ok, how many times did it take to get that intro?",finance
337,154,Going all in on ONEQ (NASDAQ),finance
338,155,New hair? Also great video as always!,finance
339,156,"Graham, can you make a video detailing all about options and option trading?? You do such a good job explaining things on a level everyone can understand.",finance
340,157,I just smashed the like button when I see him to so hard not to smile every time he asks us to smash the like button. lol,finance
341,158,Who else did a double take at that intro,finance
342,159,Just realized Gram is a bit older than me which means in 60 years he may stop making videos but then how will I get my news (provided I am still alive).,finance
343,160,Just realized Gram is a bit older than me which means in 60 years he may stop making videos but then how will I get my news (provided I am still alive).,finance
344,161,"You made me laugh with your surprise ""hit the like button"". I always do it, but this time it was well deserved",finance
345,162,"The movie Margin Call on Amazon prime ( 3 stars) with Paul Bettany, Jeremy Irons and Demi Moore  kind of explain the concept of margin calls.",finance
346,163,stonks only go up! 📈,finance
347,164,Looking like a player from a romactic drama series.. looking good.,finance
348,165,That like button insertion was beautiful,finance
349,166,I literally heard the hey Graham it's you guys and it just automatically made me smash the like button 😂🤣🤣🤪,finance
350,167,10pm curfue is in force for pubs in the uk,finance
351,168,Your intro sense to me makes. Lysdexia's a group marginalized.,finance
352,169,Another great video! The ticker symbol STLB is the hottest trending stonk.,finance
353,170,"Really appreciate the explain like im 5 moments, Graham. Great video!!",finance
354,171,"""At the time of this video the stock market has recovered it's losses and is on the way to new all time highs""",finance
355,172,Ah yes the 1920s are repeating themselves. Cant wait for the depression that comes soon after this one... 😔,finance
356,173,Great time to join the stonk market,finance
357,174,I love your Goofy intro. Makes me laugh every time. Have a good day! Thank you for the Info as always !,finance
358,175,"Bro, I’m doing my homework right now so I can’t watch. I’ll come back later though. Love your videos Graham.",finance
359,176,"You're right sir, Thanks for introducing me to Mr spencer",finance
360,177,"nice looking shirt man, 👍looks like someone about to head to the carribeans",finance
361,178,Am I the only one who noticed that Graham swapped words in his intro greeting? 🤣,finance
362,179,"Dude, Stroke, why do I have a Graham every time start video does?",finance
363,180,"“What’s up Graham it’s guys you here.”

Me:🤔",finance
364,181,"What's up Graham, guys-you here.",finance
365,182,,finance
